id,Hardness,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average
7541,5.5,112.0,13.385996,12.2,4.8,26.2038268,11.510862500000002,2.799,1.7574999999999998,0.899,0.4930319999999999,1.56776
7542,5.5,46.0,11.351332,23.0,4.0,48.7195,9.8771,2.225,1.88,1.14,0.47888,3.958
7543,6.0,58.0,4.542664,9.666666666666666,4.666666666666667,19.397353333333328,11.180966666666668,2.89,1.7630000000000003,0.9266666666666667,0.49633066666666675,0.86614
7544,5.8,120.0,8.862328,10.0,5.0,20.325236749666672,11.260116666666669,2.9266666666666663,1.7133333333333336,0.8066666666666666,0.4940200000000001,0.82753
7545,4.8,38.0,6.508664,13.666666666666664,4.666666666666667,27.621686666666665,11.354766666666668,2.806666666666666,1.7166666666666668,0.92,0.4865066666666666,1.81103
7546,2.5,116.0,13.446328,6.0,4.4,12.0096,11.06572,2.7380000000000004,1.5419999999999998,0.728,0.5900399999999999,1.4486
7547,6.0,100.0,7.957992,10.0,4.8,20.9940862215,11.17714,2.675,1.736,0.936,0.498984,0.73067
7548,5.5,30.0,2.3326640000000003,10.0,4.8,20.3920334,11.38168,2.94,1.7400000000000002,0.86,0.49282,0.67544
7549,6.3,120.0,13.053996,12.0,4.8,24.88692185,11.177555000000002,2.698,1.743,0.8959999999999999,0.491678,1.42396
7550,3.8,222.0,27.403984,31.75,4.44,70.86454624999998,9.251425,2.205,1.97,1.1800000000000002,0.449615,6.31755
7551,3.0,68.0,11.35599,30.66666666666667,4.0,68.70049999999999,9.159866666666668,1.95,1.913333333333333,1.1800000000000002,0.448895,3.37533
7552,7.8,70.0,5.6253280000000006,10.0,4.571428571428571,20.29066550857143,11.131014285714288,2.611428571428572,1.7214285714285713,0.8842857142857142,0.49876,0.86737
7553,6.0,56.0,9.133,11.6,4.8,24.789618,10.73364,2.752,1.6880000000000002,0.908,0.491604,1.56776
7554,6.0,222.0,33.24,12.571428571428571,4.285714285714286,25.995592785714283,11.1016,2.71,1.7242857142857144,0.8714285714285713,0.4867914285714286,1.4486
7555,5.0,336.0,23.3814855,10.375,4.625,22.11563295,10.89890625,2.655,1.8153125,0.9790625,0.49305125,0.94127
7556,7.5,30.0,1.7428315,10.0,4.8,20.9941265318,10.9196,2.53,1.8590000000000004,0.8800000000000001,0.496379,0.53275
7557,5.8,72.0,13.477328,12.0,4.75,24.556188775,11.139125000000002,2.805,1.705,0.905,0.489795,1.66969
7558,5.5,120.0,12.257556,10.0,4.785714285714286,20.980445203703702,11.0975047,2.73065,1.705,0.9307142857142858,0.4966602142857143,0.8886
7559,5.5,74.0,7.767992,14.4,4.4,31.574635600000004,10.75912,2.684,1.732,0.912,0.474714,1.34593
7560,6.3,100.0,5.203996,10.0,5.6,20.2988926326,12.0034,2.8680000000000003,1.6520000000000004,0.8959999999999999,0.4927189999999999,0.7854
7561,5.5,459.0,37.007299,9.5,4.16,18.5465357192,10.83646875,2.591875,1.7199999999999998,0.94,0.5340010000000001,0.85358
7562,1.3,74.0,14.22,24.66666666666667,4.333333333333333,53.356,9.2708,2.1466666666666665,1.923333333333333,1.12,0.47857,3.492
7563,2.5,100.0,7.558488000000001,10.0,4.8,20.3920334,12.04083,2.904,1.8590000000000004,0.936,0.4927359999999999,0.75816
7564,3.8,20.0,0.2714636,10.0,4.8,20.9941265318,12.41584,2.545,1.626,0.91,0.492719,0.27146
7565,2.0,100.0,15.43,50.0,3.2,111.34115,8.65415,2.295,2.045,1.36,0.42668,7.862
7566,5.5,336.0,37.58330800000001,12.0,4.78125,24.98813313725,11.218465625,2.78,1.7265625,0.818125,0.4826440625,1.0804
7567,5.5,74.0,14.485992,15.3,4.4,31.574635600000004,11.14446,2.684,1.732,0.9,0.4820359999999999,3.47589
7568,5.5,104.0,12.902,14.333333333333336,4.333333333333333,30.645953666333327,11.8264,2.8716666666666666,1.7266666666666666,0.8133333333333335,0.4830383333333333,1.42326
7569,5.0,100.0,5.62148,10.0,4.8,20.9941265318,12.0863,2.8280000000000003,1.6310000000000002,0.91,0.499514,0.75796
7570,6.0,56.0,3.883996,11.6,4.8,23.231818,10.98774,2.81,1.794,0.96,0.499514,0.77752
7571,4.0,64.0,10.099324,13.6,4.0,29.525338,10.2719,2.684,1.6800000000000002,0.96,0.489272,2.58333
7572,3.0,36.0,8.903332,18.0,4.0,36.0685,9.695,2.33,1.88,1.265,0.48273,4.937
7573,5.5,50.0,4.9043280000000005,10.0,4.8,20.077018,11.33044,2.721,1.7380000000000002,0.86,0.4960699999999999,0.9328
7574,5.8,117.0,8.337992,10.3,4.3,21.9893120372,10.9485,2.7030000000000003,1.7795,0.946,0.4957955,0.50389
7575,5.5,176.0,12.56632,8.88,4.44,16.531058067826088,11.50430476190476,2.827619047619048,1.6542857142857144,0.8808571428571429,0.5080535714285714,0.69411
7576,1.5,236.0,18.20623425,9.44,4.48,18.89450222,11.443499999999998,2.7996,1.6407999999999998,0.8216,0.5566228000000001,0.64563
7577,6.0,120.0,14.883996000000002,12.0,4.8,24.808518,11.107295,2.495,1.705,0.9559999999999998,0.4987149999999999,1.2188
7578,6.5,38.0,4.542664,12.666666666666664,4.333333333333333,24.654186666666664,11.354766666666668,2.986666666666667,1.7566666666666666,0.98,0.4878333333333333,1.06583
7579,6.0,128.0,20.415992000000006,16.8,4.8,35.468537,11.38168,2.81,1.7400000000000002,0.86,0.48502,2.28126
7580,5.0,131.0,38.844,21.0,4.666666666666667,49.496,9.350333333333332,2.33,1.88,1.1366666666666667,0.47857,4.57578
7581,6.0,66.0,6.697992,13.2,4.8,27.188418,10.73364,2.884,1.682,0.9229999999999998,0.491714,1.10402
7582,2.0,0.0,0.703,4.0,4.0,9.5596846,13.161829166666667,2.115,1.495,0.5053333333333333,0.49901,0.43908
7583,3.8,108.0,8.337992,10.8,5.0,21.654418,10.909175,2.934,1.785,0.928,0.4927989999999999,0.93673
7584,3.8,97.0,8.505991999999999,9.2,3.8,18.60817185,12.04083,2.755,1.6310000000000002,0.8649999999999999,0.4927189999999999,0.59057
7585,5.5,446.0,35.30054799999999,10.878048780487807,4.878048780487805,21.87774972348781,11.220309756097562,2.7363414634146346,1.7426829268292685,0.9043902439024388,0.4950017073170732,0.8315
7586,1.5,90.0,4.9568275,5.0,3.676767676767677,10.895365749875,13.3829292929295,2.6981818181818187,1.3909090909090909,0.6208333333333335,0.6996956818181819,0.61805
7587,5.5,100.0,8.505991999999999,10.0,4.8,20.15577185,10.909175,2.764,1.7574999999999998,0.946,0.4957955,0.82121
7588,2.8,236.18,34.18948,25.2,5.6,58.30341800000001,9.370384,2.884,1.736,0.944,0.467568,5.0988
7589,6.0,86.0,12.902,19.33333333333333,4.666666666666667,40.968055,11.252966666666666,2.763333333333333,1.7533333333333332,0.98,0.4800083333333334,3.26948
7590,2.5,116.0,20.362,20.2,6.0,47.8025,9.6769,2.135,1.99,1.22,0.462985,3.47589
7591,5.5,126.0,13.477328,25.0,4.25,58.30341800000001,11.61422,2.87,1.855,0.945,0.467568,1.42396
7592,1.5,46.0,8.1503992,23.6,5.6,48.7195,11.33182,2.68,1.6520000000000004,0.8416,0.479405,3.1504
7593,2.5,52.0,9.773996,39.5,5.3,103.49857999999998,9.1302,2.934,1.9072,1.2,0.447885,4.52989
7594,1.8,144.0,32.20565499999999,48.0,2.0,114.44546666666668,8.054,1.98,2.045,1.36,0.42668,9.08
7595,2.5,156.0,23.576975,26.0,4.0,63.6706675,11.2520375,2.24,1.99,0.945,0.4448824999999999,3.865
7596,5.5,83.0,6.031328,11.142857142857142,4.571428571428571,23.170338,10.960357142857143,2.611428571428572,1.7457142857142858,0.9042857142857142,0.49876,0.19112
7597,2.5,126.0,13.385996,25.2,5.6,58.30341800000001,10.73364,2.884,1.736,0.944,0.4673040000000001,2.78022
7598,6.3,50.0,5.734660000000001,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.92,0.499,0.52225
7599,5.8,76.0,10.502995,15.2,4.4,31.937418,11.33182,2.7960000000000003,1.7400000000000002,0.8800000000000001,0.4862359999999999,3.47589
7600,7.5,66.0,6.093996,12.4,4.4,26.385218,10.59066,2.572,1.794,0.96,0.489272,1.92652
7601,2.8,92.0,6.697992,9.2,4.8,18.439538,11.79886,2.805,1.656,0.8480000000000001,0.4991960000000001,0.50181
7602,2.0,156.0,12.421,26.0,5.2,61.19102,11.46526,2.752,1.7880000000000005,0.946,0.4690149999999999,4.45755
7603,5.5,30.0,2.70174775,7.5,4.0,14.996859625,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.8812
7604,2.0,92.0,5.203996,9.2,4.8,18.439538,11.79886,2.805,1.656,0.8240000000000001,0.4991960000000001,0.74838
7605,5.5,58.0,4.073996,11.6,4.8,24.50301875,11.82448,2.8480000000000003,1.656,0.8800000000000001,0.498454,0.8148
7606,2.0,116.0,13.89,48.0,4.0,116.3255,8.21315,2.545,2.045,1.36,0.42668,3.56717
7607,2.5,127.0,26.254656,25.2,5.0,58.30341800000001,11.61422,2.8280000000000003,1.7100000000000002,0.944,0.467568,3.47589
7608,4.0,42.0,3.883996,11.6,4.8,25.408218,10.78917,2.766,1.711,0.945,0.4960699999999999,0.82121
7609,2.5,126.0,13.893332,26.0,5.428571428571429,67.4408980952381,11.131014285714288,2.657142857142857,1.8000000000000005,0.8971428571428571,0.4553328571428572,3.17705
7610,5.5,220.0,41.181992,24.444444444444446,4.666666666666667,57.08166000000001,11.634466666666668,2.83,1.7333333333333334,0.9155555555555556,0.4747266666666667,6.77608
7611,6.5,80.0,11.354575,10.0,4.333333333333333,20.2988926326,11.824266666666665,2.885,1.705,0.8799999999999999,0.4953025,1.3702
7612,1.8,100.0,7.558488,10.0,4.8,20.2988926326,12.04083,2.755,1.6310000000000002,0.9259999999999998,0.492719,0.54957
7613,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76486
7614,7.0,70.0,3.947328,10.0,4.571428571428571,20.29066550857143,11.131014285714288,2.6,1.6414285714285717,0.92,0.4939185714285714,0.9096
7615,5.5,98.0,8.337992,10.8,4.8,20.213348778,10.89726,2.648,1.626,0.912,0.498984,0.81739
7616,2.5,46.0,7.441332000000001,23.0,4.0,48.7195,8.897,2.14,1.905,1.36,0.47888,0.84098
7617,6.0,58.0,4.243996,11.6,4.8,23.231818,11.023840000000002,2.644,1.654,0.774,0.499514,0.6698
7618,3.8,106.0,16.864992,16.6,5.6,35.468537,11.82448,2.7950000000000004,1.656,0.828,0.478464,2.95341
7619,3.0,98.0,22.239328,44.57142857142857,5.428571428571429,107.62811428571428,9.0611,2.2742857142857145,1.9085714285714288,1.23,0.4551385714285714,0.67544
7620,5.8,100.0,7.44274775,10.0,4.8,20.492449117625004,11.68835,2.80875,1.6825,0.88625,0.49279875,0.87067
7621,5.3,90.0,13.477328,39.5,3.75,90.2267,8.31996,2.2225,1.9325,1.135,0.459375,6.77567
7622,5.5,114.0,7.171324,9.5,4.666666666666667,19.240395713333328,10.711958333333332,2.599166666666666,1.7133333333333336,0.9250000000000002,0.4948558333333333,0.75193
7623,5.5,97.0,11.775328000000002,12.0,4.8,24.50301875,11.28095,2.72,1.765,0.945,0.4946015000000001,1.23121
7624,1.8,78.0,5.401996,10.4,4.8,21.9893120372,12.39211,2.8280000000000003,1.598,0.836,0.4690149999999999,0.5852
7625,6.8,100.0,7.558488000000001,10.0,4.8,20.3920334,12.04083,2.755,1.6310000000000002,0.91,0.4927359999999999,1.00958
7626,5.5,68.0,8.903332,13.6,4.0,29.525338,10.565180000000002,2.675,1.745,0.905,0.48855,2.2928
7627,7.0,482.0,4.6148215000000015,9.630434782608695,4.8478260869565215,19.537378821304348,11.005521739130437,2.672608695652174,1.6156521739130434,0.8173913043478263,0.4933376086956522,0.77755
7628,1.8,196.0,13.35,24.5,4.5,53.4902975,9.8771,2.24,1.88,1.14,0.47888,1.54573
7629,5.8,98.0,8.505991999999999,12.8,4.8,24.789618,10.9485,2.7030000000000003,1.6980000000000002,0.866,0.499514,1.05605
7630,6.0,592.0,73.79013549999998,24.777777777777786,4.714285714285714,58.53484,11.70255,2.827619047619048,1.6795000000000002,0.8714285714285714,0.5132401851851852,4.75782
7631,5.5,100.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.755,1.6309999999999998,0.91,0.498454,0.82121
7632,6.0,100.0,7.957992,10.0,4.8,21.654418,11.17714,2.675,1.736,0.9259999999999998,0.498984,0.7176
7633,5.5,604.0,37.304296,13.422222222222222,4.488888888888889,27.870470666666662,10.883695555555557,2.6211111111111114,1.7755555555555556,0.937878787878788,0.4866363336663336,1.08186
7634,5.0,80.0,4.075328000000002,10.0,4.666666666666667,20.02735333333333,11.290033333333335,2.7566666666666664,1.625,0.9166666666666666,0.4807316666666666,0.35134
7635,2.5,96.0,13.89,23.0,4.0,48.7195,9.08885,2.28,1.97,1.2999999999999998,0.479965,2.732
7636,2.5,96.0,15.43,36.0,3.1,84.1611,9.0432,2.24,1.91,1.245,0.462985,3.958
7637,6.8,92.0,6.697992,9.2,4.8,19.8565257,11.79886,2.8240000000000003,1.6869999999999998,0.8699999999999999,0.4991960000000001,1.06583
7638,3.0,36.0,1.35441075,18.0,4.0,36.0685,10.5015125,2.545,1.9325,1.14,0.48273,1.35045
7639,5.5,136.0,4.5453280000000005,11.333333333333336,5.166666666666667,22.757818791666665,11.6104,2.885,1.735,0.9233333333333332,0.4966916666666667,0.62375
7640,5.5,203.0,15.78748,15.833333333333336,4.333333333333333,33.739258,11.296833333333336,2.8480000000000003,1.7100000000000002,0.925,0.4796891666666667,1.71759
7641,6.8,30.0,2.70174775,7.5,4.0,14.996859625,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.49724
7642,5.0,100.0,5.686908,10.0,4.8,20.322035645125,12.22274,2.73065,1.662,0.836,0.475954,0.4966
7643,5.5,93.0,10.082327,7.75,4.166666666666667,15.57035849983333,10.776008333333332,2.634,1.63,0.8116666666666665,0.4948558333333333,0.84019
7644,1.5,70.0,1.008328,4.666666666666667,1.3333333333333333,8.773226666666666,13.51252,2.668,1.3186666666666669,0.5053333333333333,0.7623686666666668,0.1391
7645,3.8,92.0,6.697992,9.2,4.8,18.439538,11.79886,2.545,1.656,0.8480000000000001,0.49954,0.78834
7646,2.5,108.0,13.053996,36.0,4.0,90.2267,9.6769,2.24,1.9,1.1800000000000002,0.448895,6.523
7647,2.5,46.0,11.35599,38.66666666666666,4.0,118.019,9.0872,1.9766666666666663,1.9,1.19,0.437,6.945
7648,6.0,100.0,7.900992,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.8800000000000001,0.498454,0.8148
7649,2.0,102.0,10.207996,32.0,5.6,71.6571,10.13144,2.352,1.8200000000000005,1.104,0.460005,5.80644
7650,2.0,14.0,1.74,4.0,4.0,8.773226666666666,8.5318,1.79,2.055,1.39,0.499,0.0
7651,7.5,43.0,7.734660000000001,7.5,4.0,14.996859625,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.96683
7652,5.8,192.0,5.876907999999999,8.8125,4.0,16.332807916666667,11.876775,2.6625,1.59,0.82375,0.5427912500000001,0.11548
7653,6.0,128.0,20.29466,12.8,4.4,26.385218,11.38168,2.81,1.7420000000000002,0.86,0.48502,2.54439
7654,2.0,100.0,5.203996,10.0,3.8,20.80173002,12.20004,2.7060000000000004,1.4580000000000002,0.703,0.5896600000000001,0.49724
7655,1.5,20.0,0.973995,10.0,4.0,20.9940862215,9.0872,2.55,2.055,1.36,0.479965,0.0
7656,6.0,113.0,13.512992,11.6,4.8,24.033618,10.833850000000002,2.884,1.6840000000000002,0.928,0.49897,1.89676
7657,2.5,46.0,8.836996000000001,7.5,4.8,14.996859625,12.30176,2.53,1.626,0.768,0.4927989999999999,0.73671
7658,2.0,150.0,11.437322,23.0,5.6,49.204038,9.65936,2.3680000000000003,1.904,1.1840000000000002,0.475566,0.50181
7659,5.0,14.0,2.70174775,7.5,4.0,14.996859625,12.18425,2.6725000000000003,1.545,0.71,0.61443,0.43591
7660,1.5,30.0,1.7428315,5.6,3.8,11.663548,12.3734,2.7950000000000004,1.5419999999999998,0.703,0.5896600000000001,0.49916
7661,6.0,86.0,7.900992,11.8,4.8,24.789618,11.14446,2.755,1.7,0.946,0.4957955,1.0608
7662,1.3,114.0,7.419487500000002,6.333333333333332,3.555555555555556,13.777882062222226,12.160144444444445,2.773333333333333,1.4508333333333334,0.63,0.6330694444444445,0.73067
7663,6.0,92.0,6.394996,12.666666666666664,4.833333333333333,25.408218,10.874308333333332,2.5825,1.648,0.9733333333333332,0.4960699999999999,0.7901
7664,3.8,240.0,34.18948,44.57142857142857,5.428571428571429,107.62811428571428,11.131014285714288,2.724285714285714,1.772857142857143,0.9042857142857142,0.4551385714285714,5.86433
7665,5.5,100.0,7.65066,10.0,4.4444444444444455,20.052981069333327,11.72988444444444,2.829,1.7166666666666668,0.948,0.4983866666666667,0.81244
7666,5.8,137.0,13.9558185,21.777777777777786,4.666666666666667,45.2355,11.634466666666668,2.8316666666666666,1.7333333333333334,0.9155555555555556,0.4747266666666667,2.37162
7667,1.5,460.4,33.103002000000004,7.7419354838709,3.739130434782608,13.953168815592203,12.409689947089948,2.596666666666668,1.4606084656084657,0.6248677248677248,0.6984972486772487,0.65972
7668,6.0,100.0,7.900992,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.2061
7669,2.8,202.0,17.24689925,20.2,5.6,47.3154225304,10.347,2.884,1.796,1.028,0.4673040000000001,1.24533
7670,6.5,94.0,7.65066,11.666666666666664,4.666666666666667,23.728734444444445,11.824266666666665,2.89,1.6983333333333337,0.8933333333333332,0.4747266666666667,1.03881
7671,6.0,76.0,17.921332000000003,15.2,4.8,31.937418,11.38168,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.4862359999999999,1.99192
7672,2.3,100.0,3.883996,10.0,4.8,20.016938,12.0034,2.24,1.99,1.13,0.4927189999999999,0.52548
7673,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8135
7674,6.0,92.0,8.885992,9.2,4.8,18.439538,11.33044,2.7060000000000004,1.6780000000000002,0.8959999999999999,0.498454,0.56731
7675,6.5,46.0,9.133,23.0,4.333333333333333,48.7195,9.6769,2.216666666666667,1.923333333333333,1.22,0.47857,2.42074
7676,2.5,228.0,24.70666,28.5,5.5,68.16233625,11.6104,2.295,1.825,0.945,0.457149,3.47589
7677,6.8,116.0,7.900992,10.4,4.4,21.593638,11.177555000000002,2.6870000000000003,1.717,0.8800000000000001,0.4927989999999999,1.06784
7678,6.0,100.0,7.558488000000001,10.0,4.8,20.151515,10.565180000000002,2.755,1.7280000000000002,0.8800000000000001,0.4927359999999999,1.25093
7679,6.0,30.0,0.973995,10.0,4.666666666666667,20.185395713333328,11.75455,2.708333333333333,1.648333333333333,0.8800000000000001,0.490932,0.91543
7680,7.0,100.0,5.505328,10.0,5.333333333333333,20.02735333333333,11.795966666666668,2.9266666666666663,1.7133333333333336,0.8066666666666666,0.4995066666666667,0.2061
7681,6.0,100.0,0.8147992000000001,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.82747
7682,3.0,312.0,38.844,34.285714285714285,4.285714285714286,77.36308571428572,9.0611,2.225714285714285,1.9085714285714288,1.2,0.4635042857142858,3.8764
7683,2.5,96.0,13.89,48.0,5.0,114.97573,10.347,2.53,1.925,1.16,0.447885,2.40189
7684,3.8,74.0,14.632,24.0,4.0,49.496,9.05335,2.24,1.88,1.14,0.4789899999999999,4.44055
7685,6.0,96.0,14.25674375,22.0,4.333333333333333,49.496,10.2719,2.225,1.825,1.14,0.4796891666666667,1.6865
7686,6.0,60.0,8.962995000000003,12.0,4.8,25.077338,10.565180000000002,2.755,1.6309999999999998,0.91,0.492719,1.2832
7687,6.8,250.0,27.403984,12.8,4.4,25.408218,11.14446,2.682,1.7420000000000002,0.928,0.4820359999999999,1.99192
7688,4.0,100.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.755,1.6310000000000002,0.91,0.4927189999999999,0.77561
7689,6.0,100.0,8.337992,10.0,4.8,20.213348778,11.79886,2.805,1.705,0.892,0.498984,0.69519
7690,5.5,476.0,34.686964,9.750249750249749,4.365236523652365,20.931370931435897,11.541405128205128,2.7535897435897434,1.703846153846154,0.8943589743589744,0.49752282051282054,0.85358
7691,4.0,192.0,17.930320000000002,8.8,4.166666666666667,16.332807916666667,12.046624,2.7136,1.5460000000000005,0.7152,0.6164428000000001,0.56349
7692,1.5,66.0,18.20589925,33.5,5.5,98.3407975,12.04083,2.79,1.9425,1.2,0.4442925,6.313
7693,2.5,196.0,30.92,24.0,5.6,53.4902975,10.0743,2.3680000000000003,1.904,1.1840000000000002,0.4697149999999999,3.52186
7694,6.0,74.0,13.477328,14.4,4.8,34.72421799999999,11.14446,2.684,1.732,0.9,0.4820359999999999,1.2645
7695,4.3,92.0,19.334,30.66666666666667,4.0,68.56273,8.504133333333334,1.95,1.913333333333333,1.2133333333333332,0.4488266666666667,7.01317
7696,5.5,78.0,5.439908,11.5,4.5,22.5691257,10.599905,2.6725000000000003,1.599,0.9825,0.4927359999999999,0.6508
7697,2.0,93.0,20.29466,20.2,5.6,47.3154225304,11.128900000000002,2.826,1.656,0.966,0.475566,3.08833
7698,5.3,108.0,9.143996,10.6,4.8,21.0615472413,10.75912,2.3680000000000003,1.904,0.912,0.4946015000000001,0.19112
7699,6.3,76.0,15.751995999999998,15.2,4.4,31.937418,11.33182,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.4862359999999999,3.26959
7700,2.8,188.0,24.529328,31.33333333333333,4.0,75.83935333333334,11.634466666666668,2.9766666666666666,1.923333333333333,0.9233333333333332,0.4626366666666666,3.52072
7701,7.0,90.0,7.251328,10.0,4.571428571428571,20.29066550857143,11.130928571428573,2.6,1.6614285714285717,0.9042857142857142,0.4939185714285714,1.08889
7702,2.0,146.0,26.4218755,51.0,5.0,117.386335,12.63188,2.295,1.77,1.045,0.447885,6.16352
7703,5.5,116.0,11.874,16.666666666666668,4.0,35.457915,11.143366666666669,2.8480000000000003,1.75,0.96,0.48502,2.37162
7704,6.0,36.0,8.885992,18.0,4.0,37.27215,10.73364,2.495,1.785,0.945,0.4775399999999999,2.8386
7705,5.8,40.0,3.555328,20.0,4.0,40.03461848333333,9.6903,2.445,1.88,1.13,0.4927189999999999,0.84233
7706,6.3,58.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,9.5408,2.33,1.88,1.106666666666667,0.4878333333333333,1.24952
7707,2.0,40.0,3.55,18.0,4.0,40.0,8.897,2.045,2.015,1.36,0.49954,0.44035
7708,2.0,36.0,4.5453280000000005,18.0,5.166666666666667,41.99652,11.755999999999998,2.841666666666667,1.7166666666666668,0.925,0.4796891666666667,0.67544
7709,2.0,311.0,47.231992,31.1,4.8,74.71870600000003,11.447236666666667,2.352,1.7166666666666668,0.946,0.4660609999999999,4.8568
7710,6.0,100.0,8.300975,10.0,4.8,20.3920334,11.777640000000002,2.708,1.648,0.8800000000000001,0.498454,0.85007
7711,6.0,96.0,13.747992000000002,12.5,4.8,24.808518,10.0743,2.53,1.7400000000000002,0.92,0.490932,1.3513
7712,5.5,114.0,20.29466,11.5,4.166666666666667,25.810252958458328,10.686195833333334,2.6625,1.7940625,0.8083333333333332,0.48742125,1.47705
7713,6.0,122.0,14.091992,12.2,4.8,24.808518,11.14446,2.7270000000000003,1.767,0.91,0.4743239999999999,1.74944
7714,5.5,0.0,0.0775549999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07675
7715,2.5,142.0,2.619982,6.173913043478262,3.130434782608696,12.079502608695652,12.85996086956522,2.55,1.393478260869565,0.6121739130434782,0.753207391304348,0.49724
7716,2.5,43.0,9.143996,11.6,3.2,23.170338,12.41584,2.518,1.394,0.6639999999999999,0.695602,1.09501
7717,5.5,131.5,25.978324,21.83333333333333,4.666666666666667,50.1315,11.755999999999998,2.841666666666667,1.7380000000000002,0.9316666666666666,0.4821566666666666,2.23122
7718,2.5,100.0,7.4428315,10.0,4.8,20.9941265318,12.04083,2.8280000000000003,1.75,0.965,0.492719,0.84019
7719,1.5,100.0,7.957992,10.0,4.8,20.833018,11.64556,2.774,1.626,0.836,0.499726,0.67544
7720,2.5,50.0,4.663996,10.0,4.0,20.016938,12.0278,2.8360000000000003,1.6780000000000002,0.892,0.498454,2.732
7721,3.8,63.0,9.107996000000002,12.5,4.8,26.2038268,11.33182,2.755,1.626,0.8480000000000001,0.4907199999999999,2.6108
7722,3.0,126.0,23.0,30.5,3.5,66.8074975,8.71425,1.96,1.912,1.185,0.4587699999999999,9.08
7723,5.0,128.0,16.0,16.0,4.0,32.059,10.36,1.95,2.015,1.1,0.49897,1.05333
7724,2.5,100.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.904,1.626,0.936,0.492719,0.73241
7725,6.0,108.0,7.957992,10.8,4.8,21.654418,11.17714,2.727,1.767,0.91,0.498984,0.80454
7726,1.5,20.0,0.973995,5.75,4.0,10.077018,11.2603,2.708,1.88,0.8800000000000001,0.49901,0.9096
7727,2.3,30.0,0.973995,12.0,4.0,24.808518,9.0432,2.22,1.88,1.13,0.496714,1.9156
7728,6.0,30.0,2.3341635000000003,10.0,4.666666666666667,20.185395713333328,11.373216666666664,2.8266666666666667,1.65,0.8116666666666665,0.4912400000000001,0.51772
7729,5.5,410.0,32.807971,10.75,4.875,22.17770095,10.91354375,2.66375,1.7981250000000002,0.961875,0.4927989999999999,0.58973
7730,10.0,20.0,7.441332000000001,10.0,4.0,20.6125257,10.0743,2.225,1.903,0.98,0.4927359999999999,1.11239
7731,2.8,100.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.755,1.6310000000000002,0.91,0.492719,0.77561
7732,7.8,30.0,2.043328,10.0,4.8,20.016938,12.04083,2.705,1.705,0.91,0.492719,1.02048
7733,1.5,100.0,10.561656,50.0,3.1,117.386335,13.177555000000002,2.295,1.99,1.36,0.7450291666666667,0.4325
7734,1.5,0.0,0.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80454
7735,6.0,50.0,4.243996,10.0,4.8,20.016938,11.72784,2.755,1.743,0.91,0.4927189999999999,1.0047
7736,1.8,58.0,11.351332,18.0,5.0,39.466738,12.01102777777778,2.045,1.775,0.9048888888888889,0.4789899999999999,2.37558
7737,2.5,184.0,40.61,24.5,4.25,53.4902975,9.273855,2.295,1.925,1.185,0.4789899999999999,4.52755
7738,2.8,113.0,8.337992,11.6,4.8,23.099694928,10.78917,2.684,1.7574999999999998,0.946,0.4957955,0.41631
7739,3.8,42.0,3.253996,8.4,4.0,16.862137999999998,11.95216,2.857,1.598,0.8140000000000001,0.494258,0.76544
7740,2.3,74.0,14.22,24.66666666666667,4.333333333333333,36.871575555555566,9.6769,2.18,1.923333333333333,1.18,0.4169199999999999,1.79216
7741,5.5,411.0,37.58330800000001,10.875,4.78125,22.17770095,10.988671875,2.6118750000000004,1.7915625,0.94625,0.4959356250000001,0.82121
7742,5.5,100.0,0.973995,10.0,4.8,20.016938,10.9485,2.752,1.754,0.908,0.491604,0.91248
7743,2.5,185.0,27.10599,46.25,4.0,113.1572575,11.35495,2.445,1.86625,1.1275,0.462985,6.78667
7744,5.5,100.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.755,1.6310000000000002,0.91,0.4927189999999999,0.62515
7745,6.0,128.0,13.747992000000002,12.8,4.8,26.385218,11.33182,2.752,1.88,0.944,0.491604,1.09628
